2022-05-10 10:59:56,594 INFO  Logger.cs: 70 - 
2022-05-10 11:13:05,811 INFO  ExportPropertyManager.cs: 1184 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-05-10 11:13:12,509 INFO  SwAddin.cs: 271 - Assembly export called for file link2_learn.SLDASM
2022-05-10 11:13:14,753 INFO  SwAddin.cs: 290 - Saving assembly
2022-05-10 11:13:14,859 INFO  SwAddin.cs: 293 - Opening property manager
2022-05-10 11:13:14,860 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from link2_learn.SLDASM
2022-05-10 11:13:14,860 INFO  ExportHelperExtension.cs: 1142 - Found 49 in link2_learn.SLDASM
2022-05-10 11:13:14,861 INFO  ExportHelperExtension.cs: 1152 - Found 3 features of type [CoordSys] in link2_learn.SLDASM
2022-05-10 11:13:14,862 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2022-05-10 11:13:14,862 INFO  ExportHelperExtension.cs: 1167 - 3 components to check
2022-05-10 11:13:14,862 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 连杆1-1
2022-05-10 11:13:14,863 INFO  ExportHelperExtension.cs: 1142 - Found 34 in 连杆1-1
2022-05-10 11:13:14,863 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 连杆1-1
2022-05-10 11:13:14,864 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 连杆2-1
2022-05-10 11:13:14,864 INFO  ExportHelperExtension.cs: 1142 - Found 32 in 连杆2-1
2022-05-10 11:13:14,865 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 连杆2-1
2022-05-10 11:13:14,865 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 基座-1
2022-05-10 11:13:14,866 INFO  ExportHelperExtension.cs: 1142 - Found 37 in 基座-1
2022-05-10 11:13:14,866 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 基座-1
2022-05-10 11:13:14,866 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from link2_learn.SLDASM
2022-05-10 11:13:14,867 INFO  ExportHelperExtension.cs: 1142 - Found 49 in link2_learn.SLDASM
2022-05-10 11:13:14,868 INFO  ExportHelperExtension.cs: 1152 - Found 2 features of type [RefAxis] in link2_learn.SLDASM
2022-05-10 11:13:14,868 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2022-05-10 11:13:14,868 INFO  ExportHelperExtension.cs: 1167 - 3 components to check
2022-05-10 11:13:14,869 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from 连杆1-1
2022-05-10 11:13:14,869 INFO  ExportHelperExtension.cs: 1142 - Found 34 in 连杆1-1
2022-05-10 11:13:14,870 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in 连杆1-1
2022-05-10 11:13:14,870 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from 连杆2-1
2022-05-10 11:13:14,870 INFO  ExportHelperExtension.cs: 1142 - Found 32 in 连杆2-1
2022-05-10 11:13:14,871 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in 连杆2-1
2022-05-10 11:13:14,871 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from 基座-1
2022-05-10 11:13:14,872 INFO  ExportHelperExtension.cs: 1142 - Found 37 in 基座-1
2022-05-10 11:13:14,872 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in 基座-1
2022-05-10 11:13:14,978 INFO  SwAddin.cs: 316 - Loading config tree
2022-05-10 11:13:14,978 INFO  Serialization.cs: 275 - URDF Configuration found
